SENTENCE: 0036

SENTENCE: 0005

SENTENCE: 0003

SENTENCE: 0010

SENTENCE: 0048

SENTENCE: 0002

SENTENCE: 0008

SENTENCE: 0046

SENTENCE: 0037

SENTENCE: 0006

SENTENCE: 0027

SENTENCE: 0009

SENTENCE: 0015

SENTENCE: 0025

SENTENCE: 0043

SENTENCE: 0004

SENTENCE: 0007

SENTENCE: 0021

SENTENCE: 0047

SENTENCE: 0041

SENTENCE: 0034

SENTENCE: 0019

SENTENCE: 0040

SENTENCE: 0049

SENTENCE: 0039

SENTENCE: 0012

SENTENCE: 0020

SENTENCE: 0022

SENTENCE: 0033

SENTENCE: 0031

SENTENCE: 0042

SENTENCE: 0044

SENTENCE: 0017

SENTENCE: 0011

SENTENCE: 0001

SENTENCE: 0038

SENTENCE: 0013

SENTENCE: 0024

SENTENCE: 0028

SENTENCE: 0029

SENTENCE: 0026

SENTENCE: 0045

SENTENCE: 0016

SENTENCE: 0032

SENTENCE: 0018

SENTENCE: 0030

SENTENCE: 0035

SENTENCE: 0000

SENTENCE: 0023

SENTENCE: 0014

