SENTENCE: 0983

SENTENCE: 1464

SENTENCE: 0375

SENTENCE: 1175

SENTENCE: 1084

SENTENCE: 1316

SENTENCE: 0408

SENTENCE: 0110

SENTENCE: 0921

SENTENCE: 0553

SENTENCE: 0460

SENTENCE: 1227

SENTENCE: 0924

SENTENCE: 1039

SENTENCE: 0172

SENTENCE: 0477

SENTENCE: 0511

SENTENCE: 1469

SENTENCE: 0195

SENTENCE: 0563

SENTENCE: 1027

SENTENCE: 0531

SENTENCE: 0245

SENTENCE: 0475

SENTENCE: 0049

SENTENCE: 0693

SENTENCE: 0984

SENTENCE: 0708

SENTENCE: 0120

SENTENCE: 0092

SENTENCE: 0798

SENTENCE: 1208

SENTENCE: 1199

SENTENCE: 1092

SENTENCE: 0202

SENTENCE: 1148

SENTENCE: 0426

SENTENCE: 0304

SENTENCE: 0242

SENTENCE: 0283

SENTENCE: 1198

SENTENCE: 1233

SENTENCE: 0522

SENTENCE: 0629

SENTENCE: 0350

SENTENCE: 0933

SENTENCE: 1360

SENTENCE: 0394

SENTENCE: 0613

SENTENCE: 0620

SENTENCE: 0387

SENTENCE: 0663

SENTENCE: 0977

SENTENCE: 0281

SENTENCE: 1422

SENTENCE: 0492

SENTENCE: 0496

SENTENCE: 0591

SENTENCE: 0015

SENTENCE: 0096
T9
SENTENCE: 0238

SENTENCE: 0348

SENTENCE: 0286

SENTENCE: 0004

SENTENCE: 0087

SENTENCE: 0508

SENTENCE: 0691

SENTENCE: 0790

SENTENCE: 0570

SENTENCE: 1174

SENTENCE: 0614

SENTENCE: 1075

SENTENCE: 1219

SENTENCE: 0737

SENTENCE: 0797

SENTENCE: 1163

SENTENCE: 0455

SENTENCE: 0264

SENTENCE: 0356

SENTENCE: 1031

SENTENCE: 0366

SENTENCE: 1189

SENTENCE: 1321

SENTENCE: 0399

SENTENCE: 0039

SENTENCE: 0020

SENTENCE: 0044

SENTENCE: 0873

SENTENCE: 1062

SENTENCE: 0621

SENTENCE: 0987

SENTENCE: 0329

SENTENCE: 1106

SENTENCE: 0719

SENTENCE: 0028

SENTENCE: 0339

SENTENCE: 0658

SENTENCE: 0135

SENTENCE: 0914

SENTENCE: 1138

SENTENCE: 1241

SENTENCE: 0567

SENTENCE: 1137

SENTENCE: 0054

SENTENCE: 0222

SENTENCE: 0891

SENTENCE: 0973

SENTENCE: 1333

SENTENCE: 0241

SENTENCE: 1074

SENTENCE: 0996

SENTENCE: 0382

SENTENCE: 0517

SENTENCE: 1421

SENTENCE: 0177

SENTENCE: 1270

SENTENCE: 0127

SENTENCE: 0766

SENTENCE: 1358

SENTENCE: 0533

SENTENCE: 0837

SENTENCE: 1013

SENTENCE: 1338

SENTENCE: 0626

SENTENCE: 0943

SENTENCE: 0783

SENTENCE: 0411

SENTENCE: 0793

SENTENCE: 0956

SENTENCE: 0309

SENTENCE: 1280

SENTENCE: 0194

SENTENCE: 0041

SENTENCE: 1440

SENTENCE: 0291

SENTENCE: 0867

SENTENCE: 0258

SENTENCE: 1350

SENTENCE: 0463

SENTENCE: 1065

SENTENCE: 0232

SENTENCE: 0181

SENTENCE: 1373

SENTENCE: 0453

SENTENCE: 0822

SENTENCE: 0001

SENTENCE: 0038

SENTENCE: 0060

SENTENCE: 1324

SENTENCE: 0729

SENTENCE: 0252

SENTENCE: 0333

SENTENCE: 0985

SENTENCE: 0064

SENTENCE: 0545

SENTENCE: 0701

SENTENCE: 1352
T13,T27
SENTENCE: 0089

SENTENCE: 1455

SENTENCE: 1420

SENTENCE: 1152

SENTENCE: 1024

SENTENCE: 0526

SENTENCE: 1052

SENTENCE: 1407

SENTENCE: 0497

SENTENCE: 0537

SENTENCE: 1319

SENTENCE: 0000

SENTENCE: 1472

SENTENCE: 0372

SENTENCE: 1418

SENTENCE: 0155

SENTENCE: 1230

SENTENCE: 0449

SENTENCE: 0121

SENTENCE: 0523

SENTENCE: 0762
T55,T57
SENTENCE: 1011

SENTENCE: 0056

SENTENCE: 1200

SENTENCE: 1261

SENTENCE: 1438

SENTENCE: 0647

SENTENCE: 1317

SENTENCE: 0065

SENTENCE: 1268

SENTENCE: 1069
T1
SENTENCE: 0007

SENTENCE: 0102

SENTENCE: 0021

SENTENCE: 0912

SENTENCE: 0579

SENTENCE: 1068

SENTENCE: 1313

SENTENCE: 0443

SENTENCE: 1278
T4
SENTENCE: 0595

SENTENCE: 0261

SENTENCE: 0715

SENTENCE: 1323

SENTENCE: 1274

SENTENCE: 0732

SENTENCE: 0292

SENTENCE: 1099

SENTENCE: 0532

SENTENCE: 0839

SENTENCE: 0153

SENTENCE: 1444

SENTENCE: 0299

SENTENCE: 1471

SENTENCE: 0993

SENTENCE: 1229

SENTENCE: 0581

SENTENCE: 0930

SENTENCE: 0017

SENTENCE: 0328

SENTENCE: 1210
T4
SENTENCE: 0111

SENTENCE: 0572

SENTENCE: 1133

SENTENCE: 0688

SENTENCE: 1020

SENTENCE: 0303

SENTENCE: 1125

SENTENCE: 0948

SENTENCE: 1055

SENTENCE: 0889

SENTENCE: 0489

SENTENCE: 0059

SENTENCE: 1398

SENTENCE: 0949

SENTENCE: 0345

SENTENCE: 0874

SENTENCE: 0779

SENTENCE: 0482

SENTENCE: 0974

SENTENCE: 0988

SENTENCE: 0763

SENTENCE: 1468
T27
SENTENCE: 0320

SENTENCE: 0209

SENTENCE: 0742

SENTENCE: 0403

SENTENCE: 0757

SENTENCE: 0104

SENTENCE: 0289

SENTENCE: 1166

SENTENCE: 1304

SENTENCE: 1246

SENTENCE: 0536

SENTENCE: 1347

SENTENCE: 1088

SENTENCE: 0027

SENTENCE: 0204

SENTENCE: 1010

SENTENCE: 1111

SENTENCE: 0571

SENTENCE: 0353

SENTENCE: 1405

SENTENCE: 1386

SENTENCE: 1487

SENTENCE: 0314

SENTENCE: 0868

SENTENCE: 0876

SENTENCE: 0580

SENTENCE: 0034

SENTENCE: 1325

SENTENCE: 0767

SENTENCE: 0694

SENTENCE: 1179

SENTENCE: 0823

SENTENCE: 0928

SENTENCE: 0638

SENTENCE: 0244

SENTENCE: 0040

SENTENCE: 1053

SENTENCE: 0428

SENTENCE: 0168

SENTENCE: 1299

SENTENCE: 0322

SENTENCE: 0714

SENTENCE: 1218

SENTENCE: 0894

SENTENCE: 1051

SENTENCE: 1496

SENTENCE: 0818

SENTENCE: 0821

SENTENCE: 1239

SENTENCE: 0365

SENTENCE: 0617

SENTENCE: 0493

SENTENCE: 0512

SENTENCE: 1104

SENTENCE: 0831

SENTENCE: 0716

SENTENCE: 0812

SENTENCE: 0711

SENTENCE: 0118

SENTENCE: 1499

SENTENCE: 0246

SENTENCE: 1048

SENTENCE: 1047

SENTENCE: 1390

SENTENCE: 0639

SENTENCE: 0378

SENTENCE: 0207

SENTENCE: 0315

SENTENCE: 0037

SENTENCE: 1482

SENTENCE: 0277

SENTENCE: 0624

SENTENCE: 0929

SENTENCE: 0781

SENTENCE: 0503

SENTENCE: 0578

SENTENCE: 0825

SENTENCE: 0540

SENTENCE: 0260

SENTENCE: 0254

SENTENCE: 0052

SENTENCE: 0717

SENTENCE: 1485

SENTENCE: 0962

SENTENCE: 0231

SENTENCE: 1136

SENTENCE: 0934

SENTENCE: 1336

SENTENCE: 0367

SENTENCE: 1451

SENTENCE: 0696
T9
SENTENCE: 0434

SENTENCE: 0524

SENTENCE: 1392

SENTENCE: 0280

SENTENCE: 0011

SENTENCE: 0481

SENTENCE: 0361

SENTENCE: 1387

SENTENCE: 0903

SENTENCE: 1307

SENTENCE: 0456

SENTENCE: 0026

SENTENCE: 0431

SENTENCE: 1041

SENTENCE: 0354

SENTENCE: 0616

SENTENCE: 0308

SENTENCE: 1375

SENTENCE: 1340

SENTENCE: 0961

SENTENCE: 1008

SENTENCE: 0100

SENTENCE: 0546

SENTENCE: 0892

SENTENCE: 0515

SENTENCE: 1232

SENTENCE: 0702

SENTENCE: 0651

SENTENCE: 1439

SENTENCE: 1037

SENTENCE: 0872

SENTENCE: 0410

SENTENCE: 1131

SENTENCE: 0063

SENTENCE: 0046

SENTENCE: 0840

SENTENCE: 1243
T24
SENTENCE: 0077

SENTENCE: 0311

SENTENCE: 0422

SENTENCE: 1029

SENTENCE: 0388

SENTENCE: 0972

SENTENCE: 0565

SENTENCE: 1096

SENTENCE: 0290

SENTENCE: 0733

SENTENCE: 1147

SENTENCE: 0103

SENTENCE: 0646

SENTENCE: 1456

SENTENCE: 0200

SENTENCE: 0672

SENTENCE: 1294

SENTENCE: 0033

SENTENCE: 0349

SENTENCE: 1341

SENTENCE: 0344

SENTENCE: 0916

SENTENCE: 1454

SENTENCE: 1155

SENTENCE: 0227

SENTENCE: 0174

SENTENCE: 1429

SENTENCE: 0146

SENTENCE: 1032

SENTENCE: 0794

SENTENCE: 0528

SENTENCE: 1044

SENTENCE: 0016

SENTENCE: 0602

SENTENCE: 0881

SENTENCE: 0285

